iso3,area_id,map_level,map_name,map_id,map_source
CIV,CIV_2_110qo,2,Man,GeLP2HBm78g,Datim
CIV,CIV_2_111zo,2,Zouhan Hounien,gxpIzB7TH6b,Datim
CIV,CIV_2_112ky,2,Kani,n1ikU5KKyAp,Datim
CIV,CIV_2_113zy,2,seguela,eoAobHIVIBN,Datim
CMR,CMR,3,Cameroon,bQQJe0cC1eD,Datim
CMR,CMR_1_1,4,Adamaoua,xkPoe5mhHE5,Datim
CMR,CMR_1_2,4,Centre,IaFLxtEwIwk,Datim
CMR,CMR_1_3,4,Est,KtMNtCHNQDJ,Datim
CMR,CMR_1_4,4,Extreme Nord,jTLYjaje1D9,Datim
CMR,CMR_1_5,4,Littoral,MTRiZG58YEx,Datim
CMR,CMR_1_6,4,Nord,NpJ9e4IC0lg,Datim
CMR,CMR_1_7,4,Nord Ouest,HxXMyMSODnm,Datim
CMR,CMR_1_8,4,Ouest,zKL9YsdE5yw,Datim
CMR,CMR_1_10,4,Sud Ouest,Jm3YTCERxvX,Datim
CMR,CMR_1_9,4,Sud,hsuzPeRTaYP,Datim
CMR,CMR_3_89,5,Abo,VT9tkLtgee9,Datim
CMR,CMR_3_46,5,Abong Mbang,iTmd0p4YWhK,Datim
CMR,CMR_3_122,5,Ako,s6P7NGophWH,Datim
CMR,CMR_3_30,5,Akonolinga,RKsnc4nFUzT,Datim
CMR,CMR_3_166,5,Akwaya,DoVAXL8t556,Datim
CMR,CMR_3_183,5,Ambam,lrNc1xwDWXS,Datim
CMR,CMR_3_23,5,Awae,nbkoU3gPiM0,Datim
CMR,CMR_3_31,5,Ayos,ZxJNWnk4hYW,Datim
CMR,CMR_3_140,5,Bafang,KvGZD176fRx,Datim
CMR,CMR_3_19,5,Bafia,clasYX5teTV,Datim
CMR,CMR_3_128,5,Bafut,RDEsqpDdyjC,Datim
CMR,CMR_3_143,5,Baham,TdUjy3VhKQM,Datim
CMR,CMR_3_172,5,Bakassi,JIQXtxy5dWB,Datim
CMR,CMR_3_129,5,Bali,pl3EDv60GZ4,Datim
CMR,CMR_3_130pg,5,Bamenda,cMnkG8Hxa71,Datim
CMR,CMR_3_191zs,5,Bamenda 3,pz4Uqy8yjga,Datim
CMR,CMR_3_144,5,Bamendjou,nAVFr0YyPi0,Datim
CMR,CMR_3_141,5,Bandja,kGF6FW8H5Bk,Datim
CMR,CMR_3_145,5,Bandjoun,FZdKDla0sab,Datim
CMR,CMR_3_150,5,Bangangte,ZWsIJYCFqvg,Datim
CMR,CMR_3_161,5,Bangem,St9lVTJrRaI,Datim
CMR,CMR_3_151,5,Bangourain,y1pvTD5JtGa,Datim
CMR,CMR_3_34,5,Bangue,bIoxP4GA2JE,Datim
CMR,CMR_3_4,5,Bankim,J3p4cfDsjWc,Datim
CMR,CMR_3_5,5,Banyo,QKxAMfygE74,Datim
CMR,CMR_3_137,5,Batcham,Slsya4XJ1cX,Datim
CMR,CMR_3_133,5,Batibo,rucXXEqjQcK,Datim
CMR,CMR_3_51,5,Batouri,cBrzvNglqAl,Datim
CMR,CMR_3_192rt,5,Belabo,FI6AAQeYwFH,Datim
CMR,CMR_3_126,5,Benakuma,W4MLzWKSvB1,Datim
CMR,CMR_3_55by,5,Bertoua,huRqm1u1OBD,Datim
CMR,CMR_3_56,5,Betare Oya,QR0Vj8IkvWr,Datim
CMR,CMR_3_103,5,Bibemi,pg1qjAIJeyF,Datim
CMR,CMR_3_185,5,Biyem Assi,gOaZeiwAoCD,Datim
CMR,CMR_3_58,5,Bogo,ms6oiVY4kHA,Datim
CMR,CMR_3_35,5,Boko,GEWks07uHch,Datim
CMR,CMR_3_36,5,Bonassama,dWexWkTwCVe,Datim
CMR,CMR_3_83,5,Bourha,ptBq5K4lAU3,Datim
CMR,CMR_3_157,5,Buea,dkNG0muACjc,Datim
CMR,CMR_3_37,5,Cite Des Palmiers,rjDWLPMhaY0,Datim
CMR,CMR_3_186,5,Cite Verte,NG7DU8YJlw7,Datim
CMR,CMR_3_193df,5,Dang,lbMwXbGdkil,Datim
CMR,CMR_3_38,5,Deido,wE76sY8tY19,Datim
CMR,CMR_3_90,5,Dibombari,VVLMNX1DVin,Datim
CMR,CMR_3_6,5,Djohong,m6j0i1p3GDw,Datim
CMR,CMR_3_175,5,Djoum,Lf317dndIqE,Datim
CMR,CMR_3_187df,5,Djoungolo,vewKgey8sOW,Datim
CMR,CMR_3_47,5,Doume,Tk1LVQwJYXh,Datim
CMR,CMR_3_146,5,Dschang,tHav2zlT9YE,Datim
CMR,CMR_3_12,5,Ebebda,UVkUJt5o0py,Datim
CMR,CMR_3_179,5,Ebolowa,w3vIrqsfGWS,Datim
CMR,CMR_3_99,5,Edea,jEG1QQsvDeX,Datim
CMR,CMR_3_188,5,Efoulan,JQIkiENA6nM,Datim
CMR,CMR_3_173,5,Ekondo Titi,PtCkWF9WUyM,Datim
CMR,CMR_3_13,5,Elig Mfomo,sJDHzjIEcte,Datim
CMR,CMR_3_28,5,Eseka,h7r7vMKQIy8,Datim
CMR,CMR_3_24,5,Esse,VGZnGAkKRN3,Datim
CMR,CMR_3_14,5,Evodoula,GFXacOqu8d0,Datim
CMR,CMR_3_167,5,Eyumodjock,dyB1QMpgHgC,Datim
CMR,CMR_3_111,5,Figuil,MzAxbEmG17n,Datim
