area_id,source,calendar_quarter,sex,age_group,population,area_name,asfr
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y000_004,21298.858048214734,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y005_009,17276.511375225342,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y010_014,14459.308776666212,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y015_019,12727.257775616667,Ntchisi,0.13037426785907186
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y020_024,10197.085033596148,Ntchisi,0.2805514905625778
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y025_029,8033.58584784564,Ntchisi,0.26695019139413634
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y030_034,6814.948760080176,Ntchisi,0.2533927196125336
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y035_039,5558.02905201687,Ntchisi,0.1928578084886081
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y040_044,4209.195546559625,Ntchisi,0.09901027683081812
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y045_049,3220.2341849740583,Ntchisi,0.03918652190641167
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y050_054,2657.169241085722,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y055_059,2079.12625213143,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y060_064,1853.1584636451985,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y065_069,1458.0917647367405,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y070_074,1222.0544406948563,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y075_079,919.0161840930336,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,female,Y080_999,1313.100893348723,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y000_004,20663.927966624295,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y005_009,16481.501539921534,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y010_014,13924.9644009797,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y015_019,12303.055815357518,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y020_024,10194.004056965041,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y025_029,7866.020388458214,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y030_034,6262.510975687593,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y035_039,5222.9685609825465,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y040_044,4143.087292703229,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y045_049,3320.9467125823735,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y050_054,2452.9477941109685,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y055_059,1954.0173784672604,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y060_064,1545.999689342798,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y065_069,1261.0355409026536,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y070_074,990.9071112845884,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y075_079,705.9635423845006,Ntchisi,
MWI_4_10_demo,Census 2018,CY2008Q2,male,Y080_999,880.982599184831,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y000_004,22134.979427133483,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y005_009,17671.457887500455,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y010_014,15115.267462228743,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y015_019,13165.745234181994,Ntchisi,0.12368300434839943
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y020_024,10714.760475399647,Ntchisi,0.2724231987481744
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y025_029,8224.317653201399,Ntchisi,0.25922645160228525
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y030_034,7014.16085861053,Ntchisi,0.24956556512131067
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y035_039,5830.782525879921,Ntchisi,0.1882965125587948
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y040_044,4427.927377297951,Ntchisi,0.09471397039587567
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y045_049,3305.142586583515,Ntchisi,0.03725268484389529
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y050_054,2718.4386877471156,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y055_059,2146.961843062762,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y060_064,1864.8131786130693,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y065_069,1541.908328331473,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y070_074,1221.4357444499217,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y075_079,957.0349741333641,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,female,Y080_999,1283.9554073536087,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y000_004,21741.78524357177,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y005_009,16762.220151114874,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y010_014,14532.945274186628,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y015_019,12724.00810126068,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y020_024,10638.816826060209,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y025_029,8101.572087419566,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y030_034,6417.506461381603,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y035_039,5409.226315683837,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y040_044,4347.459123351325,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y045_049,3438.89440745788,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y050_054,2550.860176743192,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y055_059,1998.2918967947692,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y060_064,1573.9774445164073,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y065_069,1302.2071494650593,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y070_074,996.1253232892861,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y075_079,732.0123687394832,Ntchisi,
MWI_4_10_demo,Census 2018,CY2009Q2,male,Y080_999,900.6696500613483,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y000_004,22839.266301449523,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y005_009,18065.642499950816,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y010_014,15853.98176784547,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y015_019,13558.440095976468,Ntchisi,0.12327513337488596
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y020_024,11280.13137080907,Ntchisi,0.27179438729353456
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y025_029,8460.88736809281,Ntchisi,0.255632088397948
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y030_034,7208.112293226554,Ntchisi,0.24115630598838889
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y035_039,6104.833021684565,Ntchisi,0.1760267983578208
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y040_044,4658.301458242193,Ntchisi,0.0870514090991851
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y045_049,3405.930886649907,Ntchisi,0.03415534782710083
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y050_054,2770.745074357666,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y055_059,2235.922114170235,Ntchisi,
